name
Pelé
Jonathan Rodríguez
João Pedro
Diego Godín
Guillermo Ochoa
Roger Martí Salvador
Quincy Promes
Alejandro Pozuelo Melero
Viktor Tsygankov
Martin Hinteregger
Ismaily
Embarba
Mesut Özil
Ignacio Monreal Eraso
Joan Jordán Moreno
Marko Dmitrović
Marek Hamšík
Maximiliano Gómez
Daniel Wass
Francis Coquelin
Aïssa Mandi
Gerónimo Rulli
Esteban Andrada
Álex Berenguer
Ander Capa Rodríguez
Raúl García Escudero
Unai Núñez Gestoso
Fernando Pacheco Flores
Igor Akinfeev
Borja Iglesias Quintas
Marc Bartra Aregall
Konstantinos Fortounis
Luis Díaz
Sérgio Oliveira
Pablo Sarabia García
Pedro Porro
Zouhair Feddal
Pau López Sabata
Gerson Santos da Silva
Šime Vrsaljko
Samuel Umtiti
Marcelo Vieira da Silva
Vinícius Júnior
Radja Nainggolan
Sébastien Haller
Simon Mignolet
Noussair Mazraoui
Philipp Max
Eran Zahavi
Everton Sousa Soares
João Mário
Walter Benítez
Boubacar Kamara
Dimitri Payet
Rafael Alcântara
Xaver Schlager
Julian Draxler
Ridle Baku
Gaëtan Laborde
Renato Sanches
Jonathan Bamba
Jonny Evans
Çağlar Söyüncü
Jason Denayer
Victor Osimhen
Gianluigi Buffon
Téji Savanier
Jonathan Castro Otto
João Filipe Moutinho
Nélson Cabral Semedo
Roberto Pereyra
Corentin Tolisso
Victor Lindelöf
Roman Bürki
Donyell Malen
Manuel Akanji
Stefan Lainer
Denis Zakaria
Jiří Pavlenka
Alessandro Bastoni
Stefano Sensi
Alexis Sánchez
Ismaël Bennacer
Giovanni Di Lorenzo
Diego Demme
Dele Alli
Steven Bergwijn
Angelo Ogbonna
Charles Aránguiz
Vladimír Coufal
Nikola Vlašić
Oleksandr Zinchenko
Bukayo Saka
Kieran Tierney
Dean Henderson
Scott McTominay
Andreas Christensen
Michael Keane
Naby Keïta
Ercan Kara
Massimo Coda
Paulinho
Fashion Sakala
Gerson Rodrigues Gouveia
Robin Lod
Carlitos
Oscar Wendt
Kaoru Mitoma
Sonny Kittel
Jan Kopic
Thomas Ouwejan
Gianluca Lapadula
Late Gao
Kesen Ai
Adam Marušić
Odriozola
Gabriel Arias
Davide Zappacosta
Teun Koopmeiners
Berat Djimsiti
Juan Fernando Quintero
Raúl Ruidíaz
Blaise Matuidi
Stephan El Shaarawy
Federico Bernardeschi
Moise Kean
Mousa Dembélé
Santiago Arias
Ángel Montoro Sánchez
Germán
Germán Berterame
Ola Kamara
Chris Wood
Ben Mee
Luis Miguel Rodríguez
Matías Suárez
Yves Bissouma
Nahuel Guzmán
Rafael de Souza Pereira
Paul Ebere Onuachu
Antonio Candreva
Matheus Lima Magalhães
Ricardo Horta
Enis Bardhi
Nemanja Maksimović
Mauro Arambarri
Jaime Mata Arnaiz
Owen Wijndal
Rafał Gikiewicz
Daichi Kamada
Taras Stepanenko
Sergi Darder Moll
Raúl De Tomás Gómez
Rubén García Santos
Ezequiel Ávila
Aritz Elustondo
Igor Zubeldia Elorza
Asier Illarramendi
Munir El Haddadi
Nemanja Gudelj
Pervis Estupiñán
Manuel Trigueros Muñoz
Rubén Peña Jiménez
Iborra
Mario Gaspar
André Carrillo
Bafétimbi Gomis
Cristian Tello Herrera
Edgar Badia Guardiola
Renato Tapia
Lucas Pérez Martínez
Youssef El Arabi
Yann M'Vila
Mateus Uribe
Taremi
Chancel Mbemba
Paulinho
Benjamin Lecomte
Matheus Cunha
Geoffrey Kondogbia
Rachid Ghezzal
Luuk de Jong
Ondřej Kolář
Uğurcan Çakır
Rodrygo Silva de Goes
Luka Jovic
Davy Klaassen
David Neres Campos
Lisandro Martínez
Antony
Marcos Senesi
Kasper Dolberg
Álvaro
Ander Herrera Agüera
Kevin Mbabu
Maxence Lacroix
Hamari Traoré
Jonathan Ikoné
Sven Botman
Zeki Çelik
Timothy Castagne
Bruno Guimarães Moura
Xherdan Shaqiri
Aurélien Tchouaméni
Alexandr Golovin
Ruben Aguilar
José Sá
Willy Boly
Conor Coady
Lucas Veríssimo
Julian Weigl
Benoît Costil
Alassane Plea
Nico Elvedi
Ramy Bensebaini
Jonas Hofmann
Christoph Kramer
Christian Günter
Vincenzo Grifo
Danilo D'Ambrosio
Tiemoué Bakayoko
Fikayo Tomori
Olivier Giroud
Alex Meret
David Ospina
Armando Izzo
Karim Bellarabi
Kerem Demirbay
Patrik Schick
Gerard Deulofeu Lázaro
Marco Silvestri
Benjamin Mendy
Benjamin Pavard
Nemanja Matić
Jesse Lingard
Eric Bailly
Jude Bellingham
Mahmoud Dahoud
Gregor Kobel
Marcus Thuram
Allan Saint-Maximin
Callum Wilson
Eric Dier
Ben Davies
Davinson Sánchez
Emerson Leite De Souza
James Milner
Alex Oxlade-Chamberlain
Pablo Fornals Malla
Aaron Cresswell
Michail Antonio
Gabriel
Granit Xhaka
Emiliano Buendía
Kepa Arrizabalaga
Marcos Alonso
Gylfi Sigurðsson
Abdoulaye Doucouré
Yerry Mina
Rodrigo Moreno Machado
Junior Firpo
Sandi Lovric
Aníbal Godoy
Alexey Miranchuk
Matteo Pessina
Mario Pašalić
Kritsyuk
Nicușor Bancu
Piero Hincapié
Veton Berisha
Kamil Grosicki
Jonas Svensson
José Manuel Reina Páez
Pedro Rodríguez Ledesma
Luiz Felipe Ramos Marchi
Jony
Felipe Anderson
Marcel Halstenberg
Amadou Haidara
Nicolò Zaniolo
Tammy Abraham
Rick Karsdorp
Chris Smalling
Bryan Cristante
Steven Nzonzi
Rodrigo Bentancur
Ben Brereton
Douglas da Silva Vieira
Domingos Duarte
Carlos Neva Tey
Puertas
Pedro León Sánchez Gil
Álvaro Negredo Sánchez
Sebastián Sosa
Dušan Vlahović
Giacomo Bonaventura
Luis Rodríguez
Cristian Pavón
Sequeira
Felipe Caicedo
Ángel Mena
Victor Moses
Roman Zobnin
Samuel Gigot
Alfredo Talavera
Florian Grillitsch
Pavel Kadeřábek
Christoph Baumgartner
Fredrik Midtsjø
Luis Milla Manzanares
Júnior Moraes
Ashley Westwood
Marvin Friedrich
Nicolás De la Cruz
Lewis Dunk
Cheikhou Kouyaté
Frank Fabra
Carlos Izquierdoz
Francesco Caputo
Emil Audero
Fabio Quagliarella
De Frutos
Jean-Pierre Nsame
Angelo Fulgini
Víctor Machín Pérez
Damián Suárez
Ismaïla Sarr
Moussa Sissoko
Ben Foster
Amin Younes
Rafael Santos Borré
Javier Puado Díaz
Yangel Herrera
Ante Budimir
Sergio Herrera Pirón
David García Zubiria
Roberto Torres Morales
Kike García
Ángel
Jaume Costa
Robin Le Normand
Gonzalo Montiel
Erik Lamela
Uroš Račić
Etienne Capoue
Moisés Gómez Bordonado
Lucas Olaza
Laguardia
Javier Hernández
Víctor Ruiz Torre
Denis Suárez Fernández
Helton Leite
Ricardo Sousa Esgaio
Jovane Cabral
Nuno Santos
Domagoj Vida
Nicolae Stanciu
Anthony Nwakaeme
